model_name,occupation,dp_gap,eo_tpr_gap,eo_fpr_gap
pythia_1.4b_masked_fewshot (Masked),nurse,0.12254324092741034,0.02374893977947412,0.061521282973621104
pythia_1.4b_masked_fewshot (Masked),photographer,0.03494067285727318,0.03326205749584221,0.014754756018588285
pythia_1.4b_masked_fewshot (Masked),professor,0.04950189528441788,0.11934268763537056,0.009592218481107369
pythia_1.4b_masked_fewshot (Masked),architect,0.020048513556784296,0.012280701754386003,0.010268634562624734
pythia_1.4b_masked_fewshot (Masked),journalist,0.028427477420266578,0.08971019211983067,0.03407314115680854
pythia_1.4b_masked_fewshot (Masked),teacher,0.07436509313636924,0.2283116883116883,0.05393111267495504
pythia_1.4b_masked_fewshot (Masked),physician,0.009907534448739666,0.058644002317944754,0.01477149664284167
pythia_1.4b_masked_fewshot (Masked),attorney,0.006977401483670501,0.017912330495111983,0.007757722892408769
pythia_1.4b_masked_fewshot (Masked),psychologist,0.03804969061874462,0.009740259740259716,0.023384793798621434
pythia_1.4b_masked_fewshot (Masked),dentist,0.030404154420511646,0.04503367003367009,0.0036466247015411336
pythia_1.4b_masked_fewshot (Masked),model,0.03218674141666027,0.2533333333333334,0.0048203890652616654
pythia_1.4b_masked_fewshot (Masked),software_engineer,0.06100508211706578,0.3221884498480243,0.0395615994444766
pythia_1.4b_masked_fewshot (Masked),surgeon,0.029726181042147047,0.0017241379310344862,0.013068152935274996
pythia_1.4b_masked_fewshot (Masked),poet,0.002880045222076532,0.15333333333333332,0.0003619630649176128
pythia_1.4b_masked_fewshot (Masked),composer,0.019023503673399295,0.161904761904762,0.005640778132920842
pythia_1.4b_masked_fewshot (Masked),painter,3.0410415388386694e-05,0.0010775862068965747,0.00041335447173112107
pythia_1.4b_masked_fewshot (Masked),accountant,0.015948474023244293,0.3333333333333333,0.004845316224997929
pythia_1.4b_masked_fewshot (Masked),filmmaker,0.004295918385600488,0.1428571428571428,0.0016734336836969155
pythia_1.4b_masked_fewshot (Masked),dietitian,0.027541997678075344,0.10344827586206895,0.01041552325964304
pythia_1.4b_masked_fewshot (Masked),comedian,0.007205479599083394,0.3647058823529411,0.0006246096189881324
pythia_410m_masked_fewshot (Masked),nurse,0.08469032358470821,0.23494486853265484,0.028224420463629097
pythia_410m_masked_fewshot (Masked),photographer,0.05489706074391032,0.06474221905440725,0.037803271277353986
